ts_ms,volume,energy_ratio,rel_dist_mm,delta_mm,phase_vel_mm_per_frame,power_thr,avg_power,min_power,max_power,power_pass,freq_used_1st,freq_used_2nd
1773845694243,15,1.369728,-9.619444,-0.033334,-0.015887,15000.0,690971.500,88647.492,2204576.000,10,10,7
1773845694263,15,1.352772,-9.662778,-0.027257,-0.021407,15000.0,690674.188,92032.672,2342039.750,10,10,7
1773845694282,15,1.352772,-9.698212,0.034106,-0.012592,15000.0,692759.813,76205.266,2522274.500,10,10,6
1773845694306,15,1.352772,-9.653874,0.031883,-0.001685,15000.0,728877.875,50691.898,2855909.500,10,10,5
1773845694326,15,1.352772,-9.612427,0.043641,0.009808,15000.0,786931.688,31118.492,3184289.250,10,10,6
1773845694348,15,1.340093,-9.555694,0.027480,0.021970,15000.0,857134.438,20833.646,3477481.250,10,10,5
1773845694371,15,1.340093,0.000000,0.017110,0.030844,15000.0,933535.500,14303.976,3827945.500,9,9,3
1773845694372,15,1.340093,0.022242,0.033723,0.030767,15000.0,1016790.125,9326.043,4271350.500,9,9,5
1773845694389,15,1.340093,0.000000,0.035142,0.031419,15000.0,1099805.875,5420.308,4734713.500,9,9,6
1773845694414,15,1.340093,0.000000,0.007838,0.024259,15000.0,1151609.375,3172.873,5042314.500,9,9,8
1773845694433,15,1.318071,0.000000,0.005634,0.019889,15000.0,1169268.250,1987.848,5169826.000,9,9,7
1773845694454,15,1.318071,0.000000,0.510129,0.118493,15000.0,974713.063,27108.395,2624482.250,10,10,7
1773845694476,15,1.318071,0.000000,-0.010223,0.109704,15000.0,1170227.875,90515.789,2754798.500,10,10,7
1773845694499,15,1.318071,0.000000,-0.064815,0.089713,15000.0,1165693.500,90946.297,2695628.500,10,10,7
1773845694519,15,1.067834,0.000000,0.001888,0.088523,15000.0,1103835.125,98601.594,2667646.500,10,10,7
1773845694543,15,1.067834,0.002455,0.001683,0.087732,15000.0,1099295.000,99327.969,2647765.250,10,10,8
1773845694560,15,1.067834,0.004643,0.002581,-0.013777,15000.0,1097734.125,99359.977,2626851.500,10,10,6
1773845694584,15,1.067834,0.007998,0.000481,-0.011636,15000.0,1097327.500,100008.227,2612811.250,10,10,8
1773845694605,15,0.875268,0.007998,0.002925,0.001912,15000.0,1097859.750,100723.000,2599500.250,10,10,7
1773845694626,15,0.875268,0.011801,0.002063,0.001946,15000.0,1096312.375,101362.102,2575421.250,10,10,7
1773845694648,15,0.875268,0.014482,-0.000380,0.001534,15000.0,1094830.250,102677.227,2553633.000,10,10,7
1773845694670,15,0.875268,0.014482,0.001546,0.001327,15000.0,1094644.500,103546.102,2538899.750,10,10,9
1773845694692,15,0.720950,0.016491,0.003441,0.001919,15000.0,1097013.250,106025.172,2542041.000,10,10,7
1773845694693,15,0.720950,0.020964,-0.002255,0.000883,15000.0,1100551.250,107239.391,2556284.750,10,10,7
1773845694710,15,0.720950,0.018033,-0.000186,0.000433,15000.0,1102921.750,108163.711,2568069.000,10,10,7
1773845694732,15,0.720950,0.018033,-0.000598,0.000390,15000.0,1103404.500,108828.633,2561545.500,10,10,8
1773845694756,15,0.720950,0.018033,-0.002267,-0.000373,15000.0,1104831.125,109602.125,2570027.000,10,10,8
1773845694778,15,0.596782,0.015087,-0.000136,-0.001088,15000.0,1103742.875,108910.266,2586787.000,10,10,7
1773845694799,15,0.596782,0.015087,0.000730,-0.000491,15000.0,1104336.750,108819.781,2564814.250,10,10,8
1773845694816,15,0.596782,0.015087,0.002490,0.000044,15000.0,1107429.000,111713.891,2540363.250,10,10,8
1773845694838,15,0.596782,0.018324,-0.005783,-0.000993,15000.0,1101975.000,110318.961,2500897.500,10,10,6
1773845694860,15,0.498430,0.010806,0.000339,-0.000472,15000.0,1090922.250,103188.172,2490810.250,10,10,7
1773845694881,15,0.498430,0.010806,0.002459,0.000047,15000.0,1087610.500,96119.258,2539268.500,10,10,6
1773845694903,15,0.498430,0.014002,0.017434,0.003388,15000.0,1099673.000,87399.852,2689492.250,10,10,7
1773845694924,15,0.498430,0.036667,-0.405828,-0.078276,15000.0,1214290.500,143842.063,3030238.500,10,10,6
1773845694945,15,0.552271,-0.490910,-0.002347,-0.077589,15000.0,2872797.500,211275.719,6632965.500,10,10,6
1773845694970,15,0.552271,-0.493961,-0.005803,-0.078817,15000.0,2865743.500,211556.688,6297851.000,10,10,6
1773845694987,15,0.552271,-0.501505,-0.001750,-0.079659,15000.0,2688612.250,204821.438,5843653.500,10,10,5
1773845695010,15,0.552271,-0.503780,0.007643,-0.081617,15000.0,2717682.500,193741.406,5652486.500,10,10,7
1773845695011,15,0.552271,-0.493845,-0.003577,-0.001167,15000.0,2751476.000,187770.219,5859959.500,10,10,7
1773845695035,15,0.656385,-0.498495,0.003645,0.000031,15000.0,2749238.250,188723.109,6113754.500,10,10,6
1773845695053,15,0.656385,-0.493757,-0.003931,0.000406,15000.0,2755450.250,191346.859,6218234.000,10,10,7
1773845695075,15,0.656385,-0.498868,0.000573,0.000870,15000.0,2762522.000,191320.984,6156733.000,10,10,8
1773845695098,15,0.656385,-0.498868,0.000429,-0.000572,15000.0,2772906.000,190194.188,6055289.500,10,10,7
1773845695115,15,0.743053,-0.498868,0.004650,0.001073,15000.0,2765407.000,188973.656,5934460.500,10,10,7
1773845695141,15,0.743053,-0.492822,0.001371,0.000619,15000.0,2760064.500,190034.609,5896810.000,10,10,8
1773845695162,15,0.743053,-0.491040,0.001894,0.001784,15000.0,2753932.750,189954.656,5901762.500,10,10,8
1773845695179,15,0.743053,-0.488577,0.006017,0.002872,15000.0,2759232.750,191084.031,5917290.000,10,10,6
1773845695204,15,0.812906,-0.480755,0.003823,0.003551,15000.0,2747154.500,192105.219,5864977.500,10,10,6
1773845695221,15,0.812906,-0.475784,0.003378,0.003297,15000.0,2733902.000,194784.172,5816315.000,10,10,6
1773845695242,15,0.812906,-0.471393,-0.002918,0.002439,15000.0,2711236.500,198268.109,5826082.000,10,10,6
1773845695269,15,0.812906,-0.475186,0.003710,0.002802,15000.0,2693988.250,203713.578,5971210.500,10,10,4
1773845695291,15,0.865112,-0.470363,0.002120,0.002023,15000.0,2670993.500,206985.672,6143120.500,10,10,7
1773845695311,15,0.865112,-0.467607,-0.001596,0.000939,15000.0,2665979.500,206116.813,6308291.000,10,10,6
1773845695330,15,0.865112,-0.469681,0.000561,0.000375,15000.0,2673030.500,201235.000,6376291.000,10,10,7
1773845695331,15,0.865112,-0.469681,0.002335,0.001426,15000.0,2686570.000,196630.406,6409865.000,10,10,8
1773845695354,15,0.865112,-0.466646,0.002722,0.001228,15000.0,2693851.500,192934.328,6363427.000,10,10,8
1773845695372,15,0.906061,-0.463108,-0.002615,0.000281,15000.0,2695077.500,190906.453,6266286.500,10,10,8
1773845695393,15,0.906061,-0.466507,-0.002117,0.000177,15000.0,2702198.750,190577.109,6237358.500,10,10,8
1773845695416,15,0.906061,-0.469260,-0.001949,-0.000325,15000.0,2725834.000,188621.703,6373533.000,10,10,5
1773845695438,15,0.906061,-0.471794,-0.003641,-0.001520,15000.0,2735688.750,190180.922,6556261.500,10,10,6
1773845695460,15,0.941519,-0.476527,0.002980,-0.001469,15000.0,2741218.500,191963.594,6647236.500,10,10,7
1773845695478,15,0.941519,-0.472654,0.003357,-0.000274,15000.0,2730317.750,189630.219,6532829.000,10,10,7
1773845695503,15,0.941519,-0.468289,0.006613,0.001472,15000.0,2723048.000,186749.703,6405196.500,10,10,8
1773845695522,15,0.941519,-0.459691,0.007834,0.003429,15000.0,2720026.250,185037.984,6385378.500,10,10,5
1773845695544,15,0.970719,-0.449507,0.001213,0.004400,15000.0,2722786.500,187601.391,6520961.500,10,10,6
1773845695562,15,0.970719,-0.447930,0.000522,0.003908,15000.0,2716483.500,191609.594,6673937.000,10,10,4
1773845695589,15,0.970719,-0.447930,0.003414,0.003919,15000.0,2706487.750,192900.766,6714139.000,10,10,6
1773845695606,15,0.970719,-0.443492,-0.001727,0.002251,15000.0,2692126.500,191417.172,6651771.000,10,10,7
1773845695630,15,0.989235,-0.445736,0.003340,0.001352,15000.0,2694570.500,187264.797,6586258.500,10,10,6
1773845695649,15,0.989235,-0.441394,0.003380,0.001786,15000.0,2704384.000,184392.766,6536101.500,10,10,8
1773845695650,15,0.989235,-0.437000,0.002390,0.002160,15000.0,2714088.000,184333.797,6537757.000,10,10,7
1773845695673,15,0.989235,-0.433893,0.001595,0.001796,15000.0,2712754.250,185262.500,6524682.500,10,10,8
1773845695694,15,0.989235,-0.431819,-0.000561,0.002029,15000.0,2715045.500,186986.250,6525891.000,10,10,8
1773845695714,15,1.002128,-0.431819,-0.001350,0.001091,15000.0,2708666.000,189145.750,6520831.000,10,10,8
1773845695738,15,1.002128,-0.433574,0.000664,0.000548,15000.0,2703589.250,189683.750,6508200.500,10,10,7
1773845695755,15,1.002128,-0.433574,-0.000102,0.000049,15000.0,2692264.500,189180.563,6467042.500,10,10,6
1773845695778,15,1.002128,-0.433574,-0.001260,-0.000522,15000.0,2685500.750,188649.359,6409913.000,10,10,8
1773845695799,15,1.014876,-0.435212,0.001113,-0.000187,15000.0,2675262.000,188033.938,6308492.500,10,10,6
1773845695831,15,1.014876,-0.433765,0.000353,0.000154,15000.0,2667509.750,186647.406,6190752.500,10,10,8
1773845695850,15,1.014876,-0.433765,0.000099,0.000041,15000.0,2659537.750,186233.813,6093096.000,10,10,8
1773845695873,15,1.014876,-0.433765,0.001183,0.000298,15000.0,2656597.500,186865.844,6008885.000,10,10,7
1773845695893,15,1.025527,-0.432227,0.001372,0.000824,15000.0,2650920.250,189206.641,5928192.500,10,10,6
1773845695913,15,1.025527,-0.430444,0.006233,0.001848,15000.0,2646507.500,192093.422,5880202.500,10,10,9
1773845695937,15,1.025527,-0.422341,0.005425,0.002862,15000.0,2668943.500,196071.813,6000887.500,10,10,9
1773845695954,15,1.025527,-0.415288,0.003002,0.003443,15000.0,2724420.750,201831.328,6399816.000,10,10,7
1773845695972,15,1.035277,-0.411385,-0.002383,0.002730,15000.0,2698285.000,207655.063,6115413.500,10,10,7
1773845695973,15,1.035277,-0.414483,-0.006434,0.001169,15000.0,2719267.750,212804.531,6357607.500,10,10,7
1773845695989,15,1.035277,-0.422847,0.006414,0.001205,15000.0,2669840.250,210564.734,6006468.500,10,10,6
1773845696010,15,1.035277,-0.414508,-0.000381,0.000044,15000.0,2636953.000,206375.688,5599790.500,10,10,6
1773845696036,15,1.035277,-0.414508,0.005956,0.000635,15000.0,2630354.000,202557.063,5277706.000,10,10,8
1773845696059,15,1.044800,-0.406766,0.005570,0.002225,15000.0,2658530.750,198681.922,5427077.000,10,10,6
1773845696075,15,1.044800,-0.399525,0.000385,0.003589,15000.0,2663156.750,193760.313,5525499.000,10,10,6
1773845696097,15,1.044800,-0.399525,0.001537,0.002613,15000.0,2638520.500,191470.656,5483423.500,10,10,7
1773845696120,15,1.044800,-0.397527,-0.004424,0.001805,15000.0,2525934.250,189978.000,5713252.500,10,10,8
1773845696144,15,1.053375,-0.403278,-0.002028,0.000208,15000.0,2531953.750,190773.672,5698784.500,10,10,5
1773845696163,15,1.053375,-0.405914,0.002332,-0.000440,15000.0,2518015.750,194095.531,5160432.000,10,10,7
1773845696185,15,1.053375,-0.402883,0.002735,0.000030,15000.0,2515602.500,200709.828,4959399.500,10,10,6
1773845696207,15,1.053375,-0.399328,0.001636,0.000050,15000.0,2458648.000,205731.453,5190898.000,10,10,7
1773845696228,15,1.062272,-0.397202,0.021127,0.005160,15000.0,2475885.250,204285.203,5165379.000,10,10,6
1773845696245,15,1.062272,-0.369736,0.005655,0.006697,15000.0,2449466.500,191240.313,5430236.500,10,10,6
1773845696268,15,1.062272,-0.362385,-0.030890,0.000052,15000.0,2382687.750,185351.406,5647497.500,10,10,5
1773845696289,15,1.062272,-0.402542,0.019993,0.003504,15000.0,2007235.875,180034.297,4646534.000,10,10,6
1773845696289,15,1.062272,-0.376551,0.021381,0.007453,15000.0,1734419.250,196870.188,4658259.000,10,10,8
1773845696311,15,1.061412,-0.348756,-0.014359,0.000356,15000.0,1471985.125,193900.891,3279669.250,10,10,7
1773845696334,15,1.061412,-0.367423,-0.051780,-0.011131,15000.0,1283784.375,177019.484,3043691.500,10,10,9
1773845696355,15,1.061412,-0.434737,0.029421,0.000931,15000.0,1158600.000,50012.641,2985005.750,10,10,8
1773845696376,15,1.061412,-0.396490,0.009267,-0.001214,15000.0,1137363.750,109139.234,2737323.500,10,10,8
1773845696399,15,1.069116,-0.384444,-0.002485,-0.005987,15000.0,1169130.750,171170.781,2581030.750,10,10,8
1773845696421,15,1.069116,-0.387674,-0.118169,-0.026749,15000.0,1149366.875,39987.902,2788947.750,10,10,9
1773845696441,15,1.069116,-0.541294,0.086679,0.000943,15000.0,1110609.375,19215.770,2879533.000,10,10,9
1773845696459,15,1.069116,-0.428611,-0.098595,-0.024661,15000.0,1120068.625,26219.656,3042513.500,10,10,8
1773845696482,15,1.067541,-0.556784,0.065208,-0.013472,15000.0,1002201.688,110328.445,2885661.500,10,10,8
1773845696505,15,1.067541,-0.472013,0.115662,0.010157,15000.0,661400.688,215673.938,1254148.500,10,10,8
1773845696526,15,1.067541,-0.321653,-0.303012,-0.026811,15000.0,545322.625,224276.797,1041139.688,10,10,7
1773845696549,15,1.067541,-0.715568,0.040836,-0.035980,15000.0,287574.688,77086.094,516971.219,10,10,7
1773845696568,15,1.069360,-0.662482,-0.435274,-0.103316,15000.0,202200.328,13309.199,369740.688,9,9,8
1773845696590,15,1.069360,-1.228338,-0.412581,-0.198874,15000.0,197511.094,45924.613,402672.813,10,10,5
1773845696607,15,1.069360,-1.764693,-1.190338,-0.460074,15000.0,211282.016,113163.148,464765.438,10,10,6
1773845696608,15,1.069360,-3.312133,-1.739002,-0.747272,15000.0,187870.297,23661.480,380155.438,10,10,6
1773845696630,15,1.069360,-5.572836,-1.734887,-1.102416,15000.0,171166.797,13217.913,496810.938,9,9,6
1773845696651,15,1.076605,-7.828189,-1.918183,-1.398998,15000.0,140561.563,25064.361,298860.031,10,10,5
1773845696673,15,1.076605,-10.321826,-1.381121,-1.592706,15000.0,137366.453,14719.850,357976.531,9,9,5
1773845696694,15,1.076605,-12.117283,-0.848609,-1.524360,15000.0,114267.703,21176.555,312324.719,10,10,8
1773845696715,15,1.076605,-13.220474,-0.895842,-1.355728,15000.0,117185.172,14704.572,457546.375,9,9,4
1773845696738,15,1.071638,-14.385069,-1.321071,-1.272965,15000.0,123342.703,11402.584,257989.656,9,9,6
1773845696758,15,1.071638,-16.102461,-1.266348,-1.142598,15000.0,145075.344,5149.815,343668.313,9,9,5
1773845696781,15,1.071638,-17.748713,-0.686783,-1.003731,15000.0,168880.438,3923.134,482193.594,9,9,4
1773845696804,15,1.071638,-18.641529,-0.591177,-0.952244,15000.0,222997.375,23517.168,957920.563,10,10,6
1773845696826,15,1.046722,-19.410059,-0.186475,-0.810371,15000.0,243369.750,16254.351,996203.875,10,10,6
1773845696844,15,1.046722,-19.652475,-1.030458,-0.752248,15000.0,280858.250,10324.456,956745.125,9,9,5
1773845696865,15,1.046722,-20.992071,-1.023808,-0.703740,15000.0,381184.156,85850.672,1382650.625,10,10,6
1773845696887,15,1.046722,-22.323021,-1.110932,-0.788570,15000.0,504829.969,23926.119,1762923.250,10,10,7
1773845696909,15,1.149616,-23.767231,-0.888363,-0.848007,15000.0,627030.188,15287.875,2920248.750,10,10,6
1773845696930,15,1.149616,-24.922102,-0.603223,-0.931356,15000.0,806347.625,30918.178,4451576.500,10,10,5
1773845696931,15,1.149616,-25.706291,-0.539737,-0.833212,15000.0,795766.063,41617.000,4311829.500,10,10,8
