ts_ms,volume,energy_ratio,rel_dist_mm,delta_mm,phase_vel_mm_per_frame,power_thr,avg_power,min_power,max_power,power_pass,freq_used_1st,freq_used_2nd
1773844568062,15,0.000000,9.523703,-0.006943,-0.002695,15000.0,1061238.000,147779.938,1849629.625,10,10,8
1773844568086,15,0.000000,9.523703,0.000643,0.000582,15000.0,1103972.000,149077.656,1986443.125,10,10,8
1773844568103,15,0.000000,9.523703,0.024263,0.005017,15000.0,1137612.375,150894.750,2124423.750,10,10,9
1773844568126,15,0.000000,9.555244,0.017818,0.006554,15000.0,1175621.375,153102.938,2082988.375,10,10,7
1773844568149,15,0.000000,9.578407,-0.002198,0.006717,15000.0,1303202.625,156401.438,2440068.000,10,10,8
1773844568167,15,0.000000,9.578407,0.001261,0.008357,15000.0,1436342.000,162171.844,2710718.750,10,10,8
1773844568190,15,0.000000,9.578407,0.002818,0.008792,15000.0,1514748.000,166866.266,2913911.500,10,10,9
1773844568213,15,0.000000,9.578407,0.004033,0.004746,15000.0,1563451.250,169031.297,3118793.250,10,10,7
1773844568236,15,0.000000,9.578407,-0.009663,-0.000750,15000.0,1561290.125,171587.078,3163722.500,10,10,6
1773844568254,15,0.000000,9.578407,-0.004825,-0.001275,15000.0,1573312.875,185541.563,3082370.750,10,10,7
1773844568277,15,0.000000,9.578407,0.002483,-0.001031,15000.0,1585444.875,204009.719,3089780.000,10,10,8
1773844568279,15,0.000000,9.578407,0.025656,0.003537,15000.0,1605189.250,210893.953,3069580.500,10,10,7
1773844568297,15,0.000000,9.611761,0.028451,0.008420,15000.0,1641977.750,210861.234,3481857.000,10,10,7
1773844568320,15,0.000000,9.648747,0.036756,0.017704,15000.0,1688891.750,216790.750,3992163.750,10,10,8
1773844568338,15,0.000000,9.696530,0.054410,0.029551,15000.0,1736549.625,238276.609,3908793.000,10,10,8
1773844568363,15,0.000000,9.767263,0.044215,0.037898,15000.0,1880823.375,228568.313,4271228.500,10,10,8
1773844568382,15,0.000000,9.824742,0.002491,0.033264,15000.0,1778911.500,278058.844,4091431.750,10,10,7
1773844568405,15,0.000000,9.824742,-0.004798,0.026615,15000.0,1493142.750,285144.938,2659348.250,10,10,7
1773844568424,15,0.000000,9.824742,-0.017304,0.015803,15000.0,1451414.375,284698.969,2601472.500,10,10,5
1773844568447,15,0.000000,9.802247,-0.021784,0.000564,15000.0,1455747.500,251926.406,2624077.000,10,10,6
1773844568466,15,0.000000,9.773928,-0.002354,-0.008750,15000.0,1447375.500,226964.172,2669871.000,10,10,8
1773844568489,15,0.000000,9.773928,-0.000346,-0.009317,15000.0,1410630.625,199903.609,2719572.000,10,10,5
1773844568513,15,0.000000,9.773928,0.002364,-0.007885,15000.0,1396748.000,188540.828,2807041.750,10,10,5
1773844568531,15,0.000000,9.773928,0.001442,-0.004136,15000.0,1428314.625,197744.859,2905841.000,10,10,7
1773844568554,15,0.000000,9.773928,-0.002802,-0.000339,15000.0,1497998.875,232718.047,3048463.500,10,10,7
1773844568577,15,0.000000,9.773928,0.002295,0.000590,15000.0,1574720.500,264046.000,3193289.250,10,10,8
1773844568599,15,0.000000,9.773928,0.012194,0.003098,15000.0,1635815.500,266023.969,3300543.750,10,10,6
1773844568600,15,0.000000,9.789780,0.012312,0.005088,15000.0,1673157.375,270998.375,3387818.750,10,10,7
1773844568618,15,0.000000,9.805786,0.014554,0.007711,15000.0,1721276.625,271746.156,3545805.500,10,10,7
1773844568636,15,0.000000,9.824706,0.026641,0.013599,15000.0,1778215.000,271461.750,3885359.250,10,10,8
1773844568660,15,0.000000,9.859339,0.006649,0.014470,15000.0,1805412.500,270036.000,3840560.250,10,10,8
1773844568686,15,0.000000,9.859339,-0.001883,0.011655,15000.0,1818442.250,264244.313,4210173.500,10,10,8
1773844568705,15,0.000000,9.859339,-0.002437,0.008705,15000.0,1687860.625,253942.234,4256384.500,10,10,6
1773844568726,15,0.000000,9.859339,0.017187,0.009231,15000.0,1575591.625,240825.766,4206830.000,10,10,5
1773844568745,15,0.000000,9.881681,-0.035180,-0.003133,15000.0,1550784.875,222767.453,4227751.500,10,10,7
